Temperature,Humidity,Carbon Monoxide,Nitrogen Dioxide,Dust (PM2.5),Dust (PM10),Date
18,56,18,0,1000,1000,15-12-2020 15:57
18,56,17,0,1000,1000,15-12-2020 15:56
17,56,17,0,1000,1000,15-12-2020 15:56
17,56,16,0,1000,1000,15-12-2020 15:55
17,56,16,0,1000,1000,15-12-2020 15:55
17,56,17,0,1000,1000,15-12-2020 15:54
17,56,16,0,1000,1000,15-12-2020 15:54
17,56,15,0,1000,1000,15-12-2020 15:53
18,56,17,0,1000,1000,15-12-2020 15:52
18,56,17,0,1000,1000,15-12-2020 15:52
19,56,18,0,1000,1000,15-12-2020 15:51
19,56,17,0,1000,1000,15-12-2020 15:50
18,56,16,0,1000,1000,15-12-2020 15:49
18,56,16,0,1000,1000,15-12-2020 15:49
18,56,17,0,1000,1000,15-12-2020 15:47
19,56,16,0,0,0,15-12-2020 15:46
19,56,16,0,0,0,15-12-2020 15:46
19,56,16,0,0,0,15-12-2020 15:46
17,56,27,1023,1000,1000,15-12-2020 15:11
17,56,27,1023,1000,1000,15-12-2020 15:11
18,56,26,1023,1000,1000,15-12-2020 15:10
18,56,25,1023,1000,1000,15-12-2020 15:10
18,56,24,1023,1000,1000,15-12-2020 15:09
18,56,24,1023,1000,1000,15-12-2020 15:08
18,56,26,1023,1000,1000,15-12-2020 15:08
18,56,25,1023,1000,1000,15-12-2020 15:07
18,56,25,1023,1000,1000,15-12-2020 15:06
18,56,26,1023,1000,1000,15-12-2020 15:05
18,56,25,1023,1000,1000,15-12-2020 15:04
18,56,25,1023,1000,1000,15-12-2020 15:04
18,56,24,1023,1000,1000,15-12-2020 15:04
18,56,25,1023,1000,1000,15-12-2020 15:02
18,56,27,1023,0,0,15-12-2020 15:02
17,56,25,1023,0,0,15-12-2020 15:01
17,56,25,1023,0,0,15-12-2020 15:01
18,56,30,1023,1000,1000,15-12-2020 14:58
18,56,29,1023,1000,1000,15-12-2020 14:58
18,56,28,1023,1000,1000,15-12-2020 14:57
18,55,27,1023,1000,1000,15-12-2020 14:54
18,56,29,1023,1000,1000,15-12-2020 14:53
18,56,28,1023,1000,1000,15-12-2020 14:53
18,56,26,1023,1000,1000,15-12-2020 14:52
18,56,27,1023,1000,1000,15-12-2020 14:51
18,55,28,1023,1000,1000,15-12-2020 14:51
18,55,28,1023,1000,1000,15-12-2020 14:49
18,55,28,1023,1000,1000,15-12-2020 14:48
18,55,27,1023,1000,1000,15-12-2020 14:48
18,55,27,1023,1000,1000,15-12-2020 14:48
18,55,27,1023,1000,1000,15-12-2020 14:48
19,56,27,1023,0,0,15-12-2020 14:46
19,56,28,1023,0,0,15-12-2020 14:46
19,52,9,1023,0,0,15-12-2020 14:01
19,52,8,1023,0,0,15-12-2020 14:01
19,51,11,0,0,0,15-12-2020 13:43
18,52,44,0.29,0,0,15-12-2020 13:01
18,52,44,0.3,0,0,15-12-2020 13:01
18,53,45,0.27,0,0,15-12-2020 12:58
18,53,45,0.27,0,0,15-12-2020 12:58
18,53,45,0.27,0,0,15-12-2020 12:58
18,53,45,0.27,0,0,15-12-2020 12:57
19,54,45,0.26,67,94,15-12-2020 12:56
19,54,45,0.26,0,0,15-12-2020 12:55
19,54,45,0.26,0,0,15-12-2020 12:55
19,54,45,0.26,0,0,15-12-2020 12:55
19,54,45,0.26,0,0,15-12-2020 12:54
18,55,44,0.27,0,0,15-12-2020 12:52
18,55,44,0.27,0,0,15-12-2020 12:52
18,55,44,0.27,0,0,15-12-2020 12:52
18,56,45,0.22,67,94,15-12-2020 12:42
18,56,45,0.22,69,96,15-12-2020 12:41
17,56,45,0.22,69,96,15-12-2020 12:40
17,56,44,0.22,69,96,15-12-2020 12:40
17,56,45,0.22,69,96,15-12-2020 12:39
17,56,44,0.22,68,95,15-12-2020 12:39
17,56,44,0.22,68,95,15-12-2020 12:38
17,56,45,0.22,69,96,15-12-2020 12:37
17,56,45,0.22,70,97,15-12-2020 12:36
17,56,45,0.22,69,96,15-12-2020 12:35
17,56,45,0.22,69,96,15-12-2020 12:34
17,56,45,0.22,69,96,15-12-2020 12:34
17,56,45,0.22,68,95,15-12-2020 12:33
17,56,44,0.22,68,95,15-12-2020 12:33
17,56,44,0.22,68,95,15-12-2020 12:32
17,56,45,0.22,68,95,15-12-2020 12:31
17,56,45,0.22,68,95,15-12-2020 12:31
17,56,45,0.22,68,95,15-12-2020 12:31
17,56,45,0.22,69,96,15-12-2020 12:27
17,56,45,0.22,69,96,15-12-2020 12:26
18,56,45,0.21,69,96,15-12-2020 12:24
18,56,45,0.21,69,96,15-12-2020 12:23
17,56,45,0.21,69,96,15-12-2020 12:23
17,56,45,0.21,69,96,15-12-2020 12:22
17,56,45,0.21,69,96,15-12-2020 12:21
17,56,45,0.21,68,95,15-12-2020 12:20
17,56,45,0.21,68,95,15-12-2020 12:20
18,56,45,0.21,67,94,15-12-2020 12:19
18,56,45,0.21,68,95,15-12-2020 12:18
18,56,45,0.21,68,95,15-12-2020 12:18
17,56,45,0.21,68,95,15-12-2020 12:18
17,56,45,0.21,68,95,15-12-2020 12:17
17,56,45,0.21,68,95,15-12-2020 12:17
17,56,45,0.21,68,95,15-12-2020 12:16
17,56,45,0.21,68,95,15-12-2020 12:15
17,56,45,0.21,67,94,15-12-2020 12:13
18,56,45,0.21,68,95,15-12-2020 12:12
18,56,45,0.21,68,95,15-12-2020 12:12
18,56,45,0.21,68,95,15-12-2020 12:10
18,56,45,0.2,67,94,15-12-2020 12:09
19,56,45,0.2,67,94,15-12-2020 12:08
19,56,45,0.2,0,0,15-12-2020 12:07
19,56,45,0.2,0,0,15-12-2020 12:06
19,56,45,0.2,0,0,15-12-2020 12:06
16,56,-1,-1,0,0,15-12-2020 12:00
16,56,-1,-1,0,0,15-12-2020 11:59
15,57,48,0.15,0,0,15-12-2020 11:49
16,61,117,0.07,80,112,15-12-2020 11:44
16,61,121,0.07,81,113,15-12-2020 11:44
16,61,131,0.07,81,113,15-12-2020 11:43
16,61,154,0.06,80,112,15-12-2020 11:42
17,61,198,0.06,80,112,15-12-2020 11:41
17,61,209,0.06,81,113,15-12-2020 11:40
17,61,230,0.06,82,114,15-12-2020 11:40
17,61,261,0.06,83,115,15-12-2020 11:39
17,61,277,0.05,83,115,15-12-2020 11:39
17,61,338,0.05,0,0,15-12-2020 11:38
17,61,338,0.05,0,0,15-12-2020 11:38
17,61,364,0.05,0,0,15-12-2020 11:38
17,61,405,0.05,0,0,15-12-2020 11:37
17,61,439,0.05,0,0,15-12-2020 11:37
