Time (ms),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V)
92000.00,0.007,0,0,415.422,2003.1649,4.822
92200.00,-0.002,0,0,357.735,1740.7385,4.866
92400.00,-0.001,0,0,412.665,1993.9972,4.832
92600.00,-0.002,0,0,357.229,1738.2764,4.866
92800.00,0.004,0,0,416.294,2008.2023,4.824
93000.00,-0.001,0,0,411.468,1984.9215,4.824
93200.00,-0.007,0,0,357.791,1741.7266,4.868
93400.00,0,0,0,414.43,1998.3815,4.822
93600.00,0.005,0,0,411.567,1988.6915,4.832
93800.00,0.023,0,0,357.809,1741.0986,4.866
94000.00,0.005,0,0,409.123,1975.2458,4.828
94200.00,-0.005,0,0,415.306,2004.2668,4.826
94400.00,0,0,0,450.627,2162.1084,4.798
94600.00,0.001,0,0,583.605,2746.4451,4.706
94800.00,0.001,0,0,357.772,1740.9186,4.866
95000.00,0.004,0,0,413.171,1994.7896,4.828
95200.00,-0.012,0,0,357.296,1738.6023,4.866
95400.00,0.006,0,0,411.539,1986.0873,4.826
95600.00,0.001,0,0,410.473,1980.1217,4.824
95800.00,0.018,0,0,356.629,1735.3568,4.866
96000.00,-0.024,0,0,412.658,1992.3127,4.828
96200.00,-0.006,0,0,414.089,1998.3936,4.826
96400.00,-0.006,0,0,356.889,1736.6219,4.866
96600.00,-0.007,0,0,454.107,2180.6218,4.802
96800.00,-0.012,0,0,415.837,2006.8295,4.826
97000.00,-0.01,0,0,357.636,1740.972,4.868
97200.00,0.015,0,0,411.715,1988.5834,4.83
97400.00,-0.009,0,0,357.643,1740.2909,4.866
97600.00,0.011,0,0,414.352,1998.0052,4.822
97800.00,-0.004,0,0,404.841,1957.811,4.836
98000.00,-0.002,0,0,449.866,2159.3569,4.8
98200.00,-0.002,0,0,594.588,2796.9419,4.704
98400.00,-0.006,0,0,361.017,1755.2646,4.862
98600.00,0.012,0,0,408.469,1972.9052,4.83
98800.00,-0.013,0,0,415.73,2005.4816,4.824
99000.00,0.002,0,0,357.209,1738.8936,4.868
99200.00,0.018,0,0,410.967,1985.7925,4.832
