timestamp,feels_like,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,rain,clouds_all,weather
2021-01-26 10,13.03,11.6,18.2,59,1014,1.5,320,0.0,0,0
2021-01-26 11,14.67,15.56,18.2,59,1014,1.5,320,0.0,0,0
2021-01-26 12,15.54,16.2,18.2,59,1019,1.5,320,0.0,0,0
2021-01-26 13,16.11,19.0,20.73,46,1017,4.1,250,0.0,0,0
2021-01-26 14,16.15,19.0,20.73,46,1017,4.1,250,0.0,0,0
2021-01-26 15,16.11,19.0,20.73,46,1017,4.1,250,0.0,0,0
2021-01-26 16,17.14,16.4,19.0,57,1016,1.48,307,0.0,0,0
2021-01-26 17,16.66,16.11,19.0,57,1012,1.48,307,0.0,0,0
2021-01-26 18,14.92,16.4,17.62,48,1010,1.5,270,0.0,1,7
2021-01-26 19,14.87,12.6,16.67,85,1011,1.66,284,0.0,0,2
2021-01-26 20,13.02,12.6,16.67,85,1012,1.66,284,0.0,0,2
2021-01-26 21,12.49,12.0,16.67,85,1012,1.66,284,0.0,0,2
2021-01-26 22,9.7,9.6,12.96,92,1018,1.43,274,0.0,0,2
2021-01-26 23,8.98,9.6,12.96,92,1017,1.43,274,0.0,0,2
2021-01-27 00,8.96,9.6,12.96,92,1017,1.43,274,0.0,0,2
2021-01-27 01,8.18,8.0,11.7,97,1017,1.74,276,0.0,0,2
2021-01-27 02,7.46,8.0,11.7,97,1017,1.74,276,0.0,0,2
2021-01-27 03,7.45,8.0,11.7,97,1016,1.74,276,0.0,0,2
2021-01-27 04,6.79,7.0,10.31,100,1016,1.0,230,0.0,0,2
2021-01-27 05,6.8,7.0,10.31,100,1016,1.0,230,0.0,0,2
2021-01-27 06,5.81,7.0,10.31,93,1016,2.06,230,0.0,0,6
2021-01-27 07,5.33,5.8,12.08,93,1017,2.1,230,0.0,1,6
2021-01-27 08,6.3,5.8,12.08,94,1018,2.1,230,0.0,0,2
2021-01-27 09,6.81,5.8,12.08,94,1018,2.1,230,0.0,0,2
2021-01-27 10,11.77,13.0,18.23,53,1014,3.1,250,0.0,0,7
2021-01-27 11,12.8,14.6,18.23,53,1014,3.1,250,0.0,0,7
2021-01-27 12,14.48,17.0,18.23,53,1018,3.1,250,0.0,0,7
2021-01-27 13,16.59,19.0,21.14,39,1016,3.1,270,0.0,0,0
2021-01-27 14,17.21,20.0,21.14,39,1016,3.1,270,0.0,0,0
2021-01-27 15,17.2,20.0,21.14,39,1016,3.1,270,0.0,0,0
2021-01-27 16,17.01,17.24,20.0,49,1016,2.6,270,0.0,0,0
2021-01-27 17,16.02,16.67,19.4,49,1011,2.6,270,0.0,0,0
2021-01-27 18,14.99,16.11,19.4,49,1011,2.6,270,0.0,0,0
2021-01-27 19,14.09,11.8,16.11,82,1012,1.02,278,0.0,0,2
2021-01-27 20,12.9,11.8,16.11,82,1012,1.02,278,0.0,0,2
2021-01-27 21,12.31,11.8,16.11,82,1012,1.02,278,0.0,0,2
2021-01-27 22,9.89,8.8,12.91,97,1018,0.97,296,0.0,0,2
2021-01-27 23,9.87,8.8,12.91,97,1018,0.97,296,0.0,0,2
2021-01-28 00,9.89,8.8,12.91,97,1017,0.97,296,0.0,0,2
2021-01-28 01,8.7,7.6,11.9,100,1017,0.87,280,0.0,0,6
2021-01-28 02,8.68,7.6,11.9,100,1017,0.87,280,0.0,0,6
2021-01-28 03,7.97,7.6,11.9,100,1017,0.87,280,0.0,0,6
2021-01-28 04,6.32,5.4,10.51,100,1017,0.78,261,0.0,0,6
2021-01-28 05,6.28,5.4,10.51,100,1017,0.78,261,0.0,0,6
2021-01-28 06,5.92,5.4,10.51,100,1017,0.78,261,0.0,0,6
2021-01-28 07,5.76,4.4,11.69,100,1018,1.14,264,0.0,0,6
2021-01-28 08,5.36,4.4,11.69,100,1019,1.14,264,0.0,0,6
2021-01-28 09,8.07,4.4,15.56,100,1016,1.14,264,0.0,0,6
2021-01-28 10,12.3,9.0,18.05,58,1015,1.5,340,0.0,0,0
2021-01-28 11,14.4,15.0,18.05,58,1015,1.5,340,0.0,0,0
2021-01-28 12,16.46,16.8,18.05,58,1020,1.5,340,0.0,0,0
2021-01-28 13,18.42,18.8,20.41,60,1018,1.5,50,0.0,0,0
2021-01-28 14,18.43,18.8,20.41,60,1018,1.5,50,0.0,0,0
2021-01-28 15,18.42,18.8,20.41,60,1018,1.5,50,0.0,0,0
2021-01-28 16,17.7,16.29,19.0,65,1017,1.56,306,0.0,0,0
2021-01-28 17,16.62,16.11,18.0,65,1012,1.56,306,0.0,0,0
2021-01-28 18,15.55,16.0,17.8,65,1011,1.56,306,0.0,0,0
2021-01-28 19,12.98,11.2,16.11,89,1012,1.12,296,0.0,0,2
2021-01-28 20,12.54,11.2,16.67,89,1012,1.12,296,0.0,0,2
2021-01-28 21,12.53,11.2,16.67,89,1012,1.12,296,0.0,0,2
2021-01-28 22,8.85,8.4,13.09,97,1018,1.17,334,0.0,0,6
2021-01-28 23,8.85,8.4,13.09,97,1018,1.17,334,0.0,0,6
2021-01-29 00,8.85,8.4,13.09,97,1018,1.17,334,0.0,0,6
2021-01-29 01,8.13,7.0,12.02,100,1018,1.42,284,0.0,0,6
2021-01-29 02,8.08,7.0,12.02,100,1018,1.42,284,0.0,0,6
2021-01-29 03,7.39,7.0,12.02,100,1018,1.42,284,0.0,0,6
2021-01-29 04,6.16,5.4,10.16,100,1018,1.0,270,0.0,0,6
2021-01-29 05,6.13,5.4,10.16,100,1018,1.0,270,0.0,0,6
2021-01-29 06,6.16,5.4,10.16,100,1018,1.0,270,0.0,0,6
2021-01-29 07,5.61,5.6,11.85,100,1019,1.0,250,0.0,0,6
2021-01-29 08,5.61,5.6,11.85,100,1019,1.0,250,0.0,0,6
2021-01-29 09,9.49,5.6,16.11,100,1015,1.0,250,0.0,0,6
2021-01-29 10,11.6,9.0,18.3,67,1015,2.6,250,0.0,0,7
2021-01-29 11,11.55,9.0,18.3,67,1016,2.6,250,0.0,0,7
2021-01-29 12,14.03,14.8,18.3,67,1020,2.6,250,0.0,0,7
2021-01-29 13,16.37,17.0,20.8,48,1018,2.6,270,0.0,0,7
2021-01-29 14,16.98,17.0,20.8,48,1018,2.6,270,0.0,0,7
2021-01-29 15,16.99,17.0,20.8,48,1017,2.6,270,0.0,0,7
2021-01-29 16,16.8,17.42,19.0,54,1017,2.6,270,0.0,0,7
2021-01-29 17,15.36,15.6,19.0,54,1013,2.6,270,0.0,0,7
2021-01-29 18,14.44,15.6,19.0,54,1012,2.6,270,0.0,0,7
2021-01-29 19,13.83,12.0,16.67,82,1012,1.0,250,0.0,0,2
2021-01-29 20,13.14,12.0,16.67,82,1013,1.0,250,0.0,0,2
2021-01-29 21,12.66,12.0,16.67,82,1013,1.0,250,0.0,0,2
2021-01-29 22,9.11,9.0,13.02,94,1019,2.12,281,0.0,0,2
2021-01-29 23,9.09,9.0,13.02,94,1018,2.12,281,0.0,0,2
2021-01-30 00,9.11,9.0,13.02,94,1018,2.12,281,0.0,0,2
2021-01-30 01,8.45,7.6,11.99,94,1018,1.0,250,0.0,0,2
2021-01-30 02,7.73,7.6,11.99,94,1017,1.0,250,0.0,0,2
2021-01-30 03,7.73,7.6,11.99,94,1017,1.0,250,0.0,0,2
2021-01-30 04,6.16,6.4,10.88,97,1016,1.5,230,0.0,0,2
2021-01-30 05,5.47,6.4,10.88,97,1016,1.5,230,0.0,0,2
2021-01-30 06,5.45,6.4,10.88,97,1016,1.5,230,0.0,0,2
2021-01-30 07,4.94,6.0,12.48,89,1018,2.1,230,0.0,20,2
2021-01-30 08,5.54,6.2,12.48,89,1018,2.1,230,0.0,20,2
2021-01-30 09,6.61,6.2,12.48,89,1018,2.1,230,0.0,20,2
2021-01-30 10,10.89,10.0,19.73,53,1013,3.1,340,0.0,20,0
2021-01-30 11,12.48,13.0,19.73,53,1014,3.1,340,0.0,20,0
2021-01-30 12,13.99,16.0,19.73,53,1018,3.1,340,0.0,20,0
2021-01-30 13,15.12,18.0,22.09,42,1016,5.1,250,0.0,40,0
2021-01-30 14,16.37,20.0,22.09,42,1016,5.1,250,0.0,40,0
2021-01-30 15,16.34,20.0,22.09,42,1016,5.1,250,0.0,40,0
2021-01-30 16,16.15,17.8,19.0,51,1015,3.1,250,0.0,20,0
2021-01-30 17,15.55,17.0,19.0,51,1011,3.1,250,0.0,20,0
2021-01-30 18,17.01,17.0,18.82,63,1011,1.0,270,0.0,20,0
2021-01-30 19,15.82,14.52,17.0,63,1011,1.0,270,0.0,20,0
2021-01-30 20,13.52,12.6,16.67,85,1011,1.0,230,0.0,0,2
2021-01-30 21,13.14,12.0,17.22,85,1010,1.0,230,0.0,0,2
2021-01-30 22,10.03,10.0,13.27,92,1016,1.3,273,0.0,0,2
2021-01-30 23,10.03,10.0,13.27,92,1017,1.3,273,0.0,0,2
2021-01-31 00,9.3,10.0,13.27,92,1017,1.3,273,0.0,0,2
2021-01-31 01,7.58,8.0,12.49,94,1016,1.59,293,0.0,0,2
2021-01-31 02,6.9,8.0,12.49,94,1016,1.59,293,0.0,0,2
2021-01-31 03,6.85,8.0,12.49,94,1016,1.59,293,0.0,0,2
2021-01-31 04,5.83,5.0,11.01,93,1016,1.11,265,0.0,0,2
2021-01-31 05,5.8,5.0,11.01,93,1016,1.11,265,0.0,0,2
2021-01-31 06,5.43,5.0,11.01,100,1016,1.03,230,0.0,0,6
2021-01-31 07,5.55,4.2,12.86,100,1017,1.0,230,0.0,1,6
2021-01-31 08,6.13,4.2,12.86,96,1018,1.0,230,0.0,0,2
2021-01-31 09,10.17,4.2,16.67,96,1013,1.0,230,0.0,0,2
2021-01-31 10,13.66,14.0,20.1,44,1014,2.1,250,0.0,0,0
2021-01-31 11,15.42,17.0,20.1,44,1019,2.1,250,0.0,0,0
2021-01-31 12,16.58,17.4,20.1,44,1018,2.1,250,0.0,0,0
2021-01-31 13,17.65,19.0,23.8,30,1016,2.6,270,0.0,0,0
2021-01-31 14,18.32,20.0,23.8,30,1016,2.6,270,0.0,0,0
2021-01-31 15,18.81,21.0,23.8,30,1016,2.6,270,0.0,0,0
2021-01-31 16,18.81,18.2,21.8,44,1016,1.0,250,0.0,0,0
2021-01-31 17,16.97,18.2,20.0,37,1011,1.5,300,0.0,1,0
2021-01-31 18,16.67,17.78,19.72,42,1011,0.69,285,0.0,1,0
2021-01-31 19,14.49,12.4,17.3,83,1012,0.73,117,0.0,0,2
2021-01-31 20,14.45,12.4,17.3,83,1013,0.73,117,0.0,0,2
2021-01-31 21,13.82,12.4,17.3,83,1013,0.73,117,0.0,0,2
2021-01-31 22,12.62,10.0,17.78,94,1013,1.44,132,0.0,0,2
2021-01-31 23,10.95,10.0,15.39,94,1019,1.44,132,0.0,0,2
2021-02-01 00,10.96,10.0,15.39,94,1019,1.44,132,0.0,0,2
2021-02-01 01,9.7,8.2,14.09,100,1018,1.27,133,0.0,0,2
2021-02-01 02,9.68,8.2,14.09,100,1019,1.27,133,0.0,0,2
2021-02-01 03,8.97,8.2,14.09,100,1018,1.27,133,0.0,0,2
2021-02-01 04,8.08,7.2,12.76,100,1018,1.73,155,0.0,0,6
2021-02-01 05,7.33,7.2,12.76,100,1018,1.73,155,0.0,0,6
2021-02-01 06,7.33,7.2,12.76,100,1019,1.73,155,0.0,0,6
2021-02-01 07,6.67,6.6,13.72,97,1020,1.47,164,0.0,0,6
2021-02-01 08,9.21,6.6,16.67,97,1016,1.47,164,0.0,0,6
2021-02-01 09,12.39,6.6,16.67,97,1016,1.47,164,0.0,0,6
2021-02-01 10,18.0,17.22,22.4,46,1015,1.87,206,0.0,0,0
2021-02-01 11,20.69,20.93,22.4,46,1020,1.87,206,0.0,0,0
2021-02-01 12,21.43,20.93,23.0,46,1020,1.87,206,0.0,0,0
2021-02-01 13,21.79,22.4,26.2,35,1018,3.1,250,0.0,0,0
2021-02-01 14,22.89,24.59,26.2,35,1018,3.1,250,0.0,0,0
2021-02-01 15,22.88,24.59,26.2,35,1018,3.1,250,0.0,0,0
2021-02-01 16,23.95,19.8,25.0,55,1017,0.86,304,0.0,0,0
2021-02-01 17,21.95,18.89,23.4,55,1012,0.86,304,0.0,0,0
2021-02-01 18,21.39,18.33,23.4,55,1013,0.86,304,0.0,0,0
2021-02-01 19,18.57,14.6,20.0,80,1013,1.6,3,0.0,0,2
2021-02-01 20,17.26,17.06,19.0,52,1011,1.6,3,0.0,1,7
2021-02-01 21,17.0,17.06,19.0,59,1012,1.6,3,0.0,1,7
2021-02-01 22,16.8,11.4,18.0,94,1019,0.84,104,0.0,0,2
2021-02-01 23,15.13,11.4,16.97,94,1019,0.84,104,0.0,0,2
2021-02-02 00,14.45,11.4,16.97,94,1018,0.84,104,0.0,0,2
2021-02-02 01,13.05,9.8,14.93,100,1018,0.85,258,0.0,0,2
2021-02-02 02,12.23,9.8,14.93,100,1018,0.85,258,0.0,0,2
2021-02-02 03,11.53,9.8,14.93,100,1018,0.85,258,0.0,0,2
2021-02-02 04,10.37,8.0,14.2,100,1017,1.4,327,0.0,0,2
2021-02-02 05,9.6,8.0,14.2,100,1017,1.4,327,0.0,0,2
2021-02-02 06,9.63,8.0,14.2,100,1018,1.4,327,0.0,0,2
2021-02-02 07,10.6,8.0,15.69,94,1019,0.58,288,0.0,0,6
2021-02-02 08,10.49,8.0,15.69,94,1019,0.58,288,0.0,0,6
2021-02-02 09,12.97,8.0,17.78,94,1015,0.58,288,0.0,0,6
2021-02-02 10,17.9,17.0,22.57,48,1014,0.96,157,0.0,0,7
2021-02-02 11,20.16,20.0,22.57,48,1019,0.96,157,0.0,0,7
2021-02-02 12,22.47,22.4,23.0,48,1018,0.96,157,0.0,0,7
2021-02-02 13,23.29,24.0,26.6,36,1016,2.1,230,0.0,0,7
2021-02-02 14,23.94,25.0,26.6,36,1016,2.1,230,0.0,0,7
2021-02-02 15,23.92,25.0,26.6,36,1016,2.1,230,0.0,0,7
2021-02-02 16,21.61,21.28,25.0,27,1015,1.27,104,0.0,1,0
2021-02-02 17,21.72,21.28,25.0,29,1015,1.27,104,0.0,1,0
2021-02-02 18,19.64,19.44,23.6,49,1010,2.1,90,0.0,1,7
2021-02-02 19,19.11,16.6,20.0,81,1010,2.44,119,0.0,0,2
2021-02-02 20,17.23,16.6,19.57,81,1011,2.44,119,0.0,0,2
2021-02-02 21,16.63,16.0,19.57,81,1011,2.44,119,0.0,0,2
2021-02-02 22,15.67,13.6,19.44,95,1011,3.26,125,0.0,0,2
2021-02-02 23,15.04,13.6,19.44,95,1011,3.26,125,0.0,0,2
2021-02-03 00,14.88,13.6,18.89,95,1011,3.26,125,0.0,0,2
2021-02-03 01,12.84,10.8,15.71,100,1016,2.95,124,0.0,0,2
2021-02-03 02,12.74,10.8,15.71,100,1016,2.95,124,0.0,0,2
2021-02-03 03,12.05,10.8,15.71,100,1016,2.95,124,0.0,0,2
2021-02-03 04,13.86,12.4,14.47,100,1015,1.0,90,0.0,0,2
2021-02-03 05,13.82,12.4,14.47,100,1015,1.0,90,0.0,0,2
2021-02-03 06,13.86,12.4,14.47,100,1015,1.0,90,0.0,0,2
2021-02-03 07,11.33,12.6,14.75,82,1016,4.1,70,0.0,1,2
2021-02-03 08,11.75,12.6,16.0,82,1017,4.1,70,0.0,1,2
2021-02-03 09,12.39,12.6,16.0,82,1017,4.1,70,0.0,1,2
2021-02-03 10,17.67,18.0,21.47,63,1013,2.6,150,0.0,1,0
2021-02-03 11,18.37,19.0,22.0,56,1013,3.1,70,0.0,20,0
2021-02-03 12,20.2,19.6,22.0,56,1017,3.1,70,0.0,20,0
2021-02-03 13,23.09,22.6,25.35,50,1015,2.6,130,0.0,75,0
2021-02-03 14,23.75,22.6,26.0,50,1015,3.1,70,0.0,75,0
2021-02-03 15,24.32,25.0,26.0,50,1014,3.6,50,0.0,75,0
2021-02-03 16,24.73,21.4,25.0,61,1014,2.6,90,0.0,75,7
2021-02-03 17,24.03,20.56,25.0,68,1010,1.5,90,0.0,40,7
2021-02-03 18,22.35,20.56,23.6,68,1009,1.5,90,0.0,40,7
2021-02-03 19,20.46,18.12,20.06,82,1009,1.0,50,0.0,40,2
2021-02-03 20,19.24,17.0,20.06,82,1010,1.0,50,0.0,40,2
2021-02-03 21,19.21,17.0,20.06,82,1010,1.0,50,0.0,40,2
2021-02-03 22,17.44,15.6,20.0,97,1010,3.09,134,0.0,20,2
2021-02-03 23,17.28,15.6,19.44,97,1010,3.09,134,0.0,20,2
2021-02-04 00,16.68,15.6,19.44,97,1010,3.09,134,0.0,20,2
2021-02-04 01,15.28,13.0,19.44,100,1010,3.12,60,0.0,20,2
2021-02-04 02,15.76,13.0,19.44,100,1010,3.12,60,0.0,20,2
2021-02-04 03,14.68,13.0,18.18,100,1015,3.12,60,0.0,20,2
2021-02-04 04,15.6,14.05,16.1,100,1015,2.6,250,0.0,40,2
2021-02-04 05,15.57,14.05,16.1,100,1016,2.6,250,0.0,40,2
2021-02-04 06,14.5,14.0,16.1,100,1016,2.6,250,0.0,40,2
2021-02-04 07,14.9,14.0,15.56,100,1016,1.5,90,0.0,75,6
2021-02-04 08,14.87,14.0,16.9,89,1017,2.1,90,0.0,40,6
2021-02-04 09,15.4,14.0,17.0,89,1017,2.1,90,0.0,40,6
2021-02-04 10,18.79,18.0,20.42,77,1013,2.6,270,0.0,40,5
2021-02-04 11,18.31,17.0,20.42,77,1013,2.6,270,0.0,40,5
2021-02-04 12,18.49,18.0,20.42,77,1017,2.6,270,0.0,40,5
2021-02-04 13,19.22,19.0,24.28,64,1015,4.1,50,0.0,40,7
2021-02-04 14,19.26,19.0,24.28,64,1015,4.1,50,0.0,40,7
2021-02-04 15,19.69,19.0,24.28,64,1009,4.1,50,0.0,40,7
2021-02-04 16,18.08,14.8,21.0,72,1015,4.1,320,0.0,40,7
2021-02-04 17,16.77,14.8,20.2,72,1016,4.1,320,0.0,40,7
2021-02-04 18,15.67,14.8,20.2,72,1016,4.1,320,0.0,40,7
2021-02-04 19,11.45,13.4,15.93,100,1016,5.39,47,0.0,40,2
2021-02-04 20,10.72,13.0,15.93,100,1017,5.39,47,0.0,40,2
2021-02-04 21,10.68,13.0,15.93,100,1017,5.39,47,0.0,40,2
2021-02-04 22,11.72,12.2,14.72,100,1017,2.94,34,0.0,20,2
2021-02-04 23,11.7,12.2,14.72,100,1017,2.94,34,0.0,20,2
2021-02-05 00,10.94,12.0,14.72,100,1017,2.94,34,0.0,20,2
2021-02-05 01,11.93,10.4,13.41,100,1017,0.33,124,0.0,0,2
2021-02-05 02,11.18,10.4,13.41,100,1017,0.33,124,0.0,0,2
2021-02-05 03,10.43,10.0,13.41,100,1017,0.33,124,0.0,0,2
2021-02-05 04,9.41,9.0,12.74,100,1017,0.84,16,0.0,0,6
2021-02-05 05,9.41,9.0,12.74,100,1017,0.84,16,0.0,0,6
2021-02-05 06,8.66,9.0,12.74,100,1017,0.84,16,0.0,0,6
2021-02-05 07,8.37,8.0,13.99,100,1019,1.56,291,0.0,0,2
2021-02-05 08,8.94,8.0,13.99,100,1019,1.56,291,0.0,0,2
2021-02-05 09,9.54,8.0,13.99,100,1020,1.56,291,0.0,0,2
2021-02-05 10,16.51,15.0,19.6,63,1015,1.5,250,0.0,0,0
2021-02-05 11,16.99,16.0,19.6,63,1015,1.5,250,0.0,0,0
2021-02-05 12,17.55,17.0,19.6,63,1014,1.5,250,0.0,0,0
2021-02-05 13,18.86,18.0,22.0,56,1012,1.5,290,0.0,0,0
2021-02-05 14,19.6,19.0,22.0,56,1012,1.5,290,0.0,0,0
2021-02-05 15,21.01,21.0,22.0,56,1017,1.5,290,0.0,0,0
2021-02-05 16,19.26,18.2,21.0,60,1011,2.1,250,0.0,0,0
2021-02-05 17,18.72,18.2,20.4,60,1011,2.1,250,0.0,0,0
2021-02-05 18,17.31,17.0,20.4,60,1012,2.1,250,0.0,0,0
2021-02-05 19,16.46,15.6,17.42,87,1017,1.0,270,0.0,0,2
2021-02-05 20,16.82,15.0,19.44,87,1012,1.0,270,0.0,0,2
2021-02-05 21,16.63,15.0,18.89,87,1012,1.0,270,0.0,0,2
2021-02-05 22,12.91,11.4,15.5,100,1018,2.15,317,0.0,0,2
2021-02-05 23,11.39,11.0,15.5,100,1018,2.15,317,0.0,0,2
2021-02-06 00,12.12,11.4,15.5,100,1018,2.15,317,0.0,0,2
2021-02-06 01,11.35,10.2,14.1,100,1018,2.3,334,0.0,0,2
2021-02-06 02,10.58,10.2,14.1,100,1018,2.3,334,0.0,0,2
2021-02-06 03,10.59,10.2,14.1,100,1017,2.3,334,0.0,0,2
2021-02-06 04,10.58,9.2,12.74,100,1017,1.48,325,0.0,0,6
2021-02-06 05,9.1,9.2,12.74,100,1017,1.48,325,0.0,0,6
2021-02-06 06,9.09,9.2,12.74,100,1018,1.48,325,0.0,0,6
2021-02-06 07,9.85,10.0,13.93,100,1019,1.5,250,0.0,0,6
2021-02-06 08,9.89,10.0,13.93,100,1019,1.5,250,0.0,0,6
2021-02-06 09,9.57,10.4,13.03,100,1020,2.6,270,0.0,1,6
2021-02-06 10,13.92,11.0,19.61,60,1016,1.5,200,0.0,0,0
2021-02-06 11,16.66,16.0,19.61,60,1015,1.5,200,0.0,0,0
2021-02-06 12,18.15,18.2,19.61,60,1014,1.5,200,0.0,0,0
2021-02-06 13,19.38,21.0,22.03,54,1017,3.6,250,0.0,0,0
2021-02-06 14,19.41,21.0,22.03,54,1017,3.6,250,0.0,0,0
2021-02-06 15,20.04,21.6,22.03,54,1017,3.6,250,0.0,0,0
2021-02-06 16,21.09,18.89,22.0,64,1012,1.0,290,0.0,0,0
2021-02-06 17,19.94,18.89,20.2,64,1012,1.0,290,0.0,0,0
2021-02-06 18,19.72,18.89,20.2,64,1012,1.0,290,0.0,0,0
2021-02-06 19,17.63,14.6,19.44,86,1012,2.0,333,0.0,0,2
2021-02-06 20,14.59,14.6,17.12,86,1018,2.0,333,0.0,0,2
2021-02-06 21,14.56,14.6,17.12,86,1018,2.0,333,0.0,0,2
2021-02-06 22,13.25,11.6,14.99,97,1018,1.5,250,0.0,0,2
2021-02-06 23,12.47,11.6,14.99,97,1018,1.5,250,0.0,0,2
2021-02-07 00,12.49,11.6,14.99,97,1017,1.5,250,0.0,0,2
2021-02-07 01,10.4,10.0,14.06,100,1017,2.45,285,0.0,0,2
2021-02-07 02,9.66,10.0,14.06,100,1017,2.45,285,0.0,0,2
2021-02-07 03,9.65,10.0,14.06,100,1017,2.45,285,0.0,0,2
2021-02-07 04,9.51,10.0,13.22,97,1017,1.5,360,0.0,20,2
2021-02-07 05,9.55,10.0,13.22,97,1017,1.5,360,0.0,20,2
2021-02-07 06,8.51,9.0,13.22,100,1017,2.06,250,0.0,0,6
2021-02-07 07,8.7,9.0,14.54,100,1018,2.1,250,0.0,1,6
2021-02-07 08,9.89,10.0,13.2,97,1019,1.5,250,0.0,0,6
2021-02-07 09,11.52,10.4,14.54,97,1019,1.5,250,0.0,0,6
2021-02-07 10,15.94,16.0,20.34,61,1014,3.1,340,0.0,0,7
2021-02-07 11,16.52,17.0,20.34,61,1015,3.1,340,0.0,0,7
2021-02-07 12,17.51,18.89,20.34,61,1014,3.1,340,0.0,0,7
2021-02-07 13,17.97,20.0,23.24,56,1018,5.7,270,0.0,1,0
2021-02-07 14,20.08,21.0,23.24,53,1017,3.1,290,0.0,0,0
2021-02-07 15,20.48,22.0,23.24,49,1016,3.1,340,0.0,1,0
2021-02-07 16,20.08,19.6,22.0,60,1016,3.6,250,0.0,1,0
2021-02-07 17,21.17,19.44,22.0,64,1012,1.0,290,0.0,0,0
2021-02-07 18,19.8,19.0,20.2,72,1013,1.0,260,0.0,1,0
2021-02-07 19,18.91,16.77,19.44,72,1013,1.0,260,0.0,1,0
2021-02-07 20,17.11,14.6,19.44,86,1012,0.93,282,0.0,0,2
2021-02-07 21,16.35,14.6,18.89,86,1013,0.93,282,0.0,0,2
2021-02-07 22,14.5,12.4,18.89,100,1013,1.74,249,0.0,0,2
2021-02-07 23,12.16,12.0,15.79,100,1019,1.74,249,0.0,0,2
2021-02-08 00,11.35,11.0,15.79,100,1018,1.74,249,0.0,0,2
2021-02-08 01,10.85,11.0,14.61,100,1019,1.55,272,0.0,0,2
2021-02-08 02,10.9,11.0,14.61,100,1018,1.55,272,0.0,0,2
2021-02-08 03,10.1,10.0,14.61,100,1018,1.55,272,0.0,0,2
2021-02-08 04,9.65,9.6,13.22,100,1018,1.0,230,0.0,0,6
2021-02-08 05,9.69,9.6,13.22,100,1018,1.0,230,0.0,0,6
2021-02-08 06,9.59,9.6,13.22,100,1018,1.0,230,0.0,0,6
2021-02-08 07,9.74,9.0,15.18,100,1019,1.5,260,0.0,1,6
2021-02-08 08,10.32,9.0,15.18,100,1019,1.6,262,0.0,0,6
2021-02-08 09,12.89,9.0,18.33,100,1016,1.6,262,0.0,0,6
2021-02-08 10,17.71,17.0,21.7,59,1015,2.1,360,0.0,20,7
2021-02-08 11,18.94,18.89,21.7,59,1015,2.1,360,0.0,20,7
2021-02-08 12,20.46,20.0,21.7,59,1019,2.1,360,0.0,20,7
2021-02-08 13,21.4,22.0,24.7,50,1017,3.1,360,0.0,20,0
2021-02-08 14,22.08,23.0,24.7,50,1016,3.1,360,0.0,20,0
2021-02-08 15,22.06,23.0,24.7,50,1016,3.1,360,0.0,20,0
2021-02-08 16,22.23,20.8,23.0,59,1015,2.1,360,0.0,20,0
2021-02-08 17,18.9,20.0,22.12,52,1010,3.1,270,0.0,1,0
2021-02-08 18,19.57,19.0,23.0,59,1011,2.1,360,0.0,20,0
2021-02-08 19,18.04,15.6,19.44,87,1010,1.31,282,0.0,1,2
2021-02-08 20,17.39,15.6,19.44,87,1011,1.31,282,0.0,1,2
2021-02-08 21,16.79,15.0,19.44,87,1011,1.31,282,0.0,1,2
2021-02-08 22,15.22,13.2,19.44,93,1011,1.72,278,0.0,0,2
2021-02-08 23,15.29,13.2,19.44,93,1011,1.72,278,0.0,0,2
2021-02-09 00,13.06,13.0,17.23,93,1017,1.72,278,0.0,0,2
2021-02-09 01,13.07,11.0,18.89,100,1010,2.18,275,0.0,0,6
2021-02-09 02,10.57,11.0,15.71,100,1015,2.18,275,0.0,0,6
2021-02-09 03,10.51,11.0,15.71,100,1015,2.18,275,0.0,0,6
2021-02-09 04,9.77,10.0,14.44,100,1014,1.43,275,0.0,0,6
2021-02-09 05,9.84,10.0,14.44,100,1014,1.43,275,0.0,0,6
2021-02-09 06,9.77,10.0,14.44,100,1015,1.43,275,0.0,0,6
2021-02-09 07,10.29,9.2,16.32,100,1015,1.0,200,0.0,13,6
2021-02-09 08,10.9,9.2,16.32,100,1016,1.0,200,0.0,13,6
2021-02-09 09,14.12,9.2,18.89,100,1012,1.0,200,0.0,13,6
2021-02-09 10,17.83,16.0,22.45,65,1011,2.1,230,0.0,0,0
2021-02-09 11,20.44,20.0,22.45,65,1016,2.1,230,0.0,0,0
2021-02-09 12,21.74,20.4,22.45,65,1016,2.1,230,0.0,0,0
2021-02-09 13,23.45,23.0,25.82,53,1015,1.5,250,0.0,40,0
2021-02-09 14,23.14,24.0,25.82,46,1014,2.57,260,0.0,40,0
2021-02-09 15,23.64,25.0,25.82,38,1013,2.1,260,0.0,40,0
2021-02-09 16,24.52,21.4,25.2,51,1013,1.0,250,0.0,20,0
2021-02-09 17,23.69,20.56,25.2,51,1008,1.0,250,0.0,20,0
2021-02-09 18,20.35,20.56,23.29,46,1007,1.07,120,0.0,40,0
2021-02-09 19,18.05,18.57,20.14,55,1006,1.88,130,0.0,40,0
2021-02-09 20,17.98,15.4,20.14,89,1008,1.88,130,0.0,20,2
2021-02-09 21,17.39,15.4,20.14,89,1008,1.88,130,0.0,20,2
